date,balance,branch_id
2015-04-01,275901.49901684583,001
2015-04-02,531157.7713969729,001
2015-04-03,847413.9499097287,001
2015-04-04,1238504.2609330988,001
2015-04-05,1585456.1215690935,001
2015-04-06,1947378.359932869,001
2015-04-07,2198416.335560741,001
2015-04-08,2450623.5203213207,001
2015-04-09,2705101.810580597,001
2015-04-10,588238.1386667925,001
2015-04-11,966810.5441244387,001
2015-04-12,1366783.1696089252,001
2015-04-13,1627784.1571973052,001
2015-04-14,1904897.5351017693,001
2015-04-15,1584784.8384180632,001
2015-04-16,1839396.4084679147,001
2015-04-17,2150688.561353608,001
2015-04-18,2574677.5285534314,001
2015-04-19,2970082.6026062807,001
2015-04-20,3232475.606881426,001
2015-04-21,4103772.3604690977,001
2015-04-22,4385764.692581467,001
2015-04-23,4083653.822071697,001
2015-04-24,1500010.8009468245,001
2015-04-25,1969230.7405264878,001
2015-04-26,2450633.3049086137,001
2015-04-27,2745679.3347490383,001
2015-04-28,3060087.394446478,001
2015-04-29,3406549.1787832254,001
2015-04-30,3808693.9070466054,001
2015-05-01,4317078.372801871,001
2015-05-02,4769529.203105653,001
2015-05-03,5200253.923145233,001
2015-05-04,5467112.2208576575,001
2015-05-05,5717135.152052527,001
2015-05-06,5983348.397967834,001
2015-05-07,6818246.3880535,001
2015-05-08,5505397.755973008,001
2015-05-09,5913729.3937307885,001
2015-05-10,3876349.6308028493,001
2015-05-11,4130863.785688375,001
2015-05-12,4384416.942990042,001
2015-05-13,4653785.070066472,001
2015-05-14,4920114.806344595,001
2015-05-15,5188829.930696339,001
2015-05-16,5611627.859957539,001
2015-05-17,6023480.090107287,001
2015-05-18,6266192.684672565,001
2015-05-19,6533658.683236347,001
2015-05-20,8511621.149604697,001
2015-05-21,8821410.33023041,001
2015-05-22,8670176.979732841,001
2015-05-23,9620896.852682797,001
2015-05-24,10094064.307328532,001
2015-05-25,7191265.116898458,001
2015-05-26,7469462.409725575,001
2015-05-27,7781483.4361226065,001
2015-05-28,8084447.308139594,001
2015-05-29,8424046.813589541,001
2015-05-30,8899162.240742568,001
2015-05-31,9366438.13680425,001
2015-06-01,9872174.838084143,001
2015-06-02,9355228.216152912,001
2015-06-03,9684697.369626787,001
2015-06-04,10020862.874580584,001
2015-06-05,10350394.689374624,001
2015-06-06,10770463.999393936,001
2015-06-07,11182449.701982507,001
2015-06-08,7943776.398069784,001
2015-06-09,6110171.712465801,001
2015-06-10,3892844.762271,001
2015-06-11,4232099.743246221,001
2015-06-12,4603849.040556721,001
2015-06-13,5134649.953212469,001
2015-06-14,5679606.316481674,001
2015-06-15,6872853.437064612,001
2015-06-16,7269952.755735318,001
2015-06-17,3699478.3726354516,001
2015-06-18,9855720.336248334,001
2015-06-19,10320899.8502742,001
2015-06-20,10877470.91948061,001
2015-06-21,15348021.080388982,001
2015-06-22,15853194.401205562,001
2015-06-23,16237594.095057515,001
2015-06-24,16638900.84887319,001
2015-06-25,13310174.05380434,001
2015-06-26,13776630.343570516,001
2015-06-27,14316413.879862301,001
2015-06-28,14821733.565698799,001
2015-06-29,15187716.528056605,001
2015-06-30,7295720.08955152,001
2015-07-01,7656046.451089109,001
2015-07-02,8024118.150772058,001
2015-07-03,8451155.135677416,001
2015-07-04,8968540.797097983,001
2015-07-05,9475341.054200502,001
2015-07-06,9874942.935741277,001
2015-07-07,10284310.787697155,001
2015-07-08,8996242.071534343,001
2015-07-09,9448006.551255258,001
2015-07-10,7347289.389875367,001
2015-07-11,7865416.462904171,001
2015-07-12,8379878.886995356,001
2015-07-13,10505767.569768742,001
2015-07-14,10944478.694206636,001
2015-07-15,11393673.376905126,001
2015-07-16,11841375.133723581,001
2015-07-17,12325913.90703793,001
2015-07-18,12874958.106336161,001
2015-07-19,13412706.958156703,001
2015-07-20,13890935.603525134,001
2015-07-21,14323678.247274237,001
2015-07-22,14788836.238182157,001
2015-07-23,15240720.505644701,001
2015-07-24,11520938.911872927,001
2015-07-25,12014765.215219313,001
2015-07-26,12505147.675577782,001
2015-07-27,12939231.84797484,001
2015-07-28,13372959.773741446,001
2015-07-29,13807690.001037247,001
2015-07-30,14242806.260776043,001
2015-07-31,14710266.898470987,001
2015-08-01,15206390.764048504,001
2015-08-02,15660600.457708376,001
2015-08-03,16110140.104628228,001
2015-08-04,16559470.958193006,001
2015-08-05,17035850.74138554,001
2015-08-06,17485232.819670096,001
2015-08-07,17955767.042635858,001
2015-08-08,18433273.000283096,001
2015-08-09,18910093.840356547,001
2015-08-10,16722270.83059252,001
2015-08-11,17169114.144383144,001
2015-08-12,17631214.685410798,001
2015-08-13,18095351.047983836,001
2015-08-14,18572750.42645093,001
2015-08-15,19033729.958491948,001
2015-08-16,19500819.47747469,001
2015-08-17,19906729.747599743,001
2015-08-18,18335974.19748773,001
2015-08-19,18767567.17584918,001
2015-08-20,19259425.96381321,001
2015-08-21,19665056.90079436,001
2015-08-22,20121207.64322583,001
2015-08-23,20576948.744473543,001
2015-08-24,22965001.39424903,001
2015-08-25,19017337.597646542,001
2015-08-26,19402560.830170613,001
2015-08-27,19714692.299627706,001
2015-08-28,20069327.01925571,001
2015-08-29,20509527.42023375,001
2015-08-30,20948336.653599806,001
2015-08-31,14540263.041851776,001
2015-09-01,21985197.70212515,001
2015-09-02,22347011.9782365,001
2015-09-03,22778934.401001748,001
2015-09-04,23209488.724656094,001
2015-09-05,23638819.753756188,001
2015-09-06,23964911.53542501,001
2015-09-07,24247031.191032026,001
2015-09-08,17063017.854315273,001
2015-09-09,17386667.16283319,001
2015-09-10,15109034.695680128,001
2015-09-11,15446283.64427402,001
2015-09-12,15880905.3277887,001
2015-09-13,16327163.925201617,001
2015-09-14,16628128.821731867,001
2015-09-15,16947178.308713537,001
2015-09-16,17276491.150535293,001
2015-09-17,17602253.363396734,001
2015-09-18,17952786.27566018,001
2015-09-19,18399872.07409088,001
2015-09-20,26352806.955809616,001
2015-09-21,26655351.178602327,001
2015-09-22,26947480.257242177,001
2015-09-23,27242828.348774347,001
2015-09-24,27547576.695352342,001
2015-09-25,21245391.389444686,001
2015-09-26,21706999.199452743,001
2015-09-27,22114879.01476736,001
2015-09-28,22410731.17764245,001
2015-09-29,22740330.881161094,001
2015-09-30,13597664.851518275,001
2015-10-01,14045493.393668626,001
2015-10-02,14484497.055953763,001
2015-10-03,14921085.758111449,001
2015-10-04,15357764.415521514,001
2015-10-05,15788519.711623536,001
2015-10-06,16232137.77124418,001
2015-10-07,16654825.55374935,001
2015-10-08,16927669.12638309,001
2015-10-09,15701478.691294802,001
2015-10-10,13361599.651846059,001
2015-10-11,13757015.501613954,001
2015-10-12,14038426.67455347,001
2015-10-13,14323298.473454801,001
2015-10-14,14617305.272669438,001
2015-10-15,19866861.71697565,001
2015-10-16,20218787.30785167,001
2015-10-17,20664338.272471644,001
2015-10-18,21106117.49849452,001
2015-10-19,21381710.89428482,001
2015-10-20,21663874.49844273,001
2015-10-21,21948672.85089006,001
2015-10-22,22238706.94103443,001
2015-10-23,19322143.879827432,001
2015-10-24,19745320.764874715,001
2015-10-25,20165688.944188688,001
2015-10-26,20424338.72245512,001
2015-10-27,20689719.402258076,001
2015-10-28,20961831.340171304,001
2015-10-29,21231649.270195812,001
2015-10-30,21552700.79635817,001
2015-10-31,21992204.2173271,001
2015-11-01,22415602.68878608,001
2015-11-02,22347637.456444923,001
2015-11-03,22625039.802772604,001
2015-11-04,22907661.57118949,001
2015-11-05,23182636.91449831,001
2015-11-06,20343266.49145245,001
2015-11-07,24265109.88582539,001
2015-11-08,24655667.976128366,001
2015-11-09,24906875.859416015,001
2015-11-10,22503559.00582552,001
2015-11-11,22799565.062418688,001
2015-11-12,23066845.644834306,001
2015-11-13,23382603.62585136,001
2015-11-14,23813322.936144557,001
2015-11-15,24213294.866137523,001
2015-11-16,24470106.15886199,001
2015-11-17,22617147.15031242,001
2015-11-18,22878031.981700838,001
2015-11-19,23024586.097444873,001
2015-11-20,23325254.436052613,001
2015-11-21,23732540.97703886,001
2015-11-22,24123644.30200972,001
2015-11-23,24364956.904413305,001
2015-11-24,24617600.064370696,001
2015-11-25,22049829.345729873,001
2015-11-26,22314486.74041861,001
2015-11-27,22610039.265147652,001
2015-11-28,23025718.773218337,001
2015-11-29,23434875.730705064,001
2015-11-30,23687807.920323186,001
2015-12-01,23942239.794106957,001
2015-12-02,24181924.218286417,001
2015-12-03,26651580.515131388,001
2015-12-04,26950599.081356514,001
2015-12-05,27347793.39499089,001
2015-12-06,27735461.14857144,001
2015-12-07,27980700.817002196,001
2015-12-08,25070806.033440314,001
2015-12-09,25332786.649420165,001
2015-12-10,22804992.74452112,001
2015-12-11,23103098.967782874,001
2015-12-12,23526978.74230194,001
2015-12-13,27078926.98489393,001
2015-12-14,27328178.02487392,001
2015-12-15,27577400.418038804,001
2015-12-16,27838536.780776676,001
2015-12-17,28097411.053063165,001
2015-12-18,28403754.388835143,001
2015-12-19,28805578.53662254,001
2015-12-20,29194984.425687194,001
2015-12-21,27851321.309811883,001
2015-12-22,28102182.38698405,001
2015-12-23,28369382.137052853,001
2015-12-24,28683877.66209312,001
2015-12-25,26187674.280846685,001
2015-12-26,28200299.448228247,001
2015-12-27,28575094.318214543,001
2015-12-28,28847210.21701945,001
2015-12-29,29128930.84539454,001
2015-12-30,29432681.252518587,001
2015-12-31,22236225.87669852,001
2016-01-01,22659557.840779983,001
2016-01-02,23056673.061005726,001
2016-01-03,23430365.778821435,001
2016-01-04,23722124.107397452,001
2016-01-05,24026291.648975253,001
2016-01-06,24333367.45608484,001
2016-01-07,24654343.994324222,001
2016-01-08,25001254.402412813,001
2016-01-09,25395984.47126444,001
2016-01-10,22978483.724416107,001
2016-01-11,23306696.894671094,001
2016-01-12,23633011.226939518,001
2016-01-13,23954279.6006592,001
2016-01-14,24286417.081626933,001
2016-01-15,13443686.391355863,001
2016-01-16,13840381.317832572,001
2016-01-17,14211007.562589267,001
2016-01-18,14532704.059235241,001
2016-01-19,14840634.009805014,001
2016-01-20,15156160.723479291,001
2016-01-21,15478131.88739298,001
2016-01-22,15806728.752817957,001
2016-01-23,16172503.246680565,001
2016-01-24,16538413.02026874,001
2016-01-25,13626929.694327533,001
2016-01-26,25163473.344425745,001
2016-01-27,25513678.021892756,001
2016-01-28,25869032.684176154,001
2016-01-29,26239972.37760687,001
2016-01-30,26644148.89442254,001
2016-01-31,27053243.928782806,001
2016-02-01,27398187.868322827,001
2016-02-02,25513959.028170235,001
2016-02-03,16312894.021601316,001
2016-02-04,16739474.64155947,001
2016-02-05,17210715.725549962,001
2016-02-06,17702761.270645387,001
2016-02-07,20211688.19379942,001
2016-02-08,20536422.101608716,001
2016-02-09,30604851.601557173,001
2016-02-10,28250260.935525227,001
2016-02-11,28732684.399924606,001
2016-02-12,29185949.309170946,001
